path,label,mar
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f630_no_yawn.jpg,no_yawn,0.0556
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f640_no_yawn.jpg,no_yawn,0.0484
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f650_no_yawn.jpg,no_yawn,0.0451
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f660_no_yawn.jpg,no_yawn,0.0427
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f670_no_yawn.jpg,no_yawn,0.051
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f680_no_yawn.jpg,no_yawn,0.0407
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f690_no_yawn.jpg,no_yawn,0.0356
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f700_no_yawn.jpg,no_yawn,0.0358
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f710_no_yawn.jpg,no_yawn,0.0306
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f720_no_yawn.jpg,no_yawn,0.0298
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f730_no_yawn.jpg,no_yawn,0.0387
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f740_no_yawn.jpg,no_yawn,0.0498
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f750_no_yawn.jpg,no_yawn,0.0394
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f760_no_yawn.jpg,no_yawn,0.0698
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f770_no_yawn.jpg,no_yawn,0.0626
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f780_no_yawn.jpg,no_yawn,0.0697
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f790_no_yawn.jpg,no_yawn,0.0641
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f800_no_yawn.jpg,no_yawn,0.0586
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f810_no_yawn.jpg,no_yawn,0.0654
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f820_no_yawn.jpg,no_yawn,0.0693
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f830_no_yawn.jpg,no_yawn,0.0687
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f840_no_yawn.jpg,no_yawn,0.0618
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f850_no_yawn.jpg,no_yawn,0.0436
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f860_no_yawn.jpg,no_yawn,0.049
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f870_no_yawn.jpg,no_yawn,0.0544
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f880_no_yawn.jpg,no_yawn,0.0462
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f890_no_yawn.jpg,no_yawn,0.0456
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f900_no_yawn.jpg,no_yawn,0.0359
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f910_no_yawn.jpg,no_yawn,0.0381
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f920_no_yawn.jpg,no_yawn,0.0325
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f930_no_yawn.jpg,no_yawn,0.0215
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f940_no_yawn.jpg,no_yawn,0.0331
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f950_no_yawn.jpg,no_yawn,0.0388
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f960_no_yawn.jpg,no_yawn,0.0375
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f970_no_yawn.jpg,no_yawn,0.0295
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f980_no_yawn.jpg,no_yawn,0.0533
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f990_no_yawn.jpg,no_yawn,0.041
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1000_no_yawn.jpg,no_yawn,0.0502
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1010_no_yawn.jpg,no_yawn,0.0676
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1020_no_yawn.jpg,no_yawn,0.0511
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1030_no_yawn.jpg,no_yawn,0.0299
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1040_no_yawn.jpg,no_yawn,0.0349
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1050_no_yawn.jpg,no_yawn,0.0242
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1060_no_yawn.jpg,no_yawn,0.0214
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1070_no_yawn.jpg,no_yawn,0.0288
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1080_no_yawn.jpg,no_yawn,0.0309
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1090_no_yawn.jpg,no_yawn,0.0261
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1100_no_yawn.jpg,no_yawn,0.0257
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1110_no_yawn.jpg,no_yawn,0.0653
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1120_no_yawn.jpg,no_yawn,0.0451
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1130_no_yawn.jpg,no_yawn,0.044
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1140_no_yawn.jpg,no_yawn,0.0721
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1150_no_yawn.jpg,no_yawn,0.065
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1160_no_yawn.jpg,no_yawn,0.0623
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1170_no_yawn.jpg,no_yawn,0.0563
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1180_no_yawn.jpg,no_yawn,0.0625
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1190_no_yawn.jpg,no_yawn,0.055
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1200_no_yawn.jpg,no_yawn,0.0467
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1210_no_yawn.jpg,no_yawn,0.0542
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1220_no_yawn.jpg,no_yawn,0.0508
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1230_no_yawn.jpg,no_yawn,0.0587
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1240_no_yawn.jpg,no_yawn,0.0613
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1250_no_yawn.jpg,no_yawn,0.0411
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1260_no_yawn.jpg,no_yawn,0.0316
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1270_no_yawn.jpg,no_yawn,0.0346
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1280_no_yawn.jpg,no_yawn,0.0378
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1290_no_yawn.jpg,no_yawn,0.052
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1300_no_yawn.jpg,no_yawn,0.0417
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1310_no_yawn.jpg,no_yawn,0.0444
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1320_no_yawn.jpg,no_yawn,0.0469
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1330_no_yawn.jpg,no_yawn,0.0454
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1340_no_yawn.jpg,no_yawn,0.0404
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1350_no_yawn.jpg,no_yawn,0.0428
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1360_no_yawn.jpg,no_yawn,0.0378
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1370_no_yawn.jpg,no_yawn,0.0691
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1380_no_yawn.jpg,no_yawn,0.0558
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1390_no_yawn.jpg,no_yawn,0.0537
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1400_no_yawn.jpg,no_yawn,0.0527
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1410_no_yawn.jpg,no_yawn,0.0546
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1420_no_yawn.jpg,no_yawn,0.0463
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1430_no_yawn.jpg,no_yawn,0.0375
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1440_no_yawn.jpg,no_yawn,0.0396
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1450_no_yawn.jpg,no_yawn,0.0353
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1460_no_yawn.jpg,no_yawn,0.0426
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1470_no_yawn.jpg,no_yawn,0.035
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1480_no_yawn.jpg,no_yawn,0.0446
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1490_no_yawn.jpg,no_yawn,0.0454
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1500_no_yawn.jpg,no_yawn,0.043
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1510_no_yawn.jpg,no_yawn,0.0439
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1520_no_yawn.jpg,no_yawn,0.0402
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1530_no_yawn.jpg,no_yawn,0.0389
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1540_no_yawn.jpg,no_yawn,0.0429
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1550_no_yawn.jpg,no_yawn,0.0435
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1560_no_yawn.jpg,no_yawn,0.0401
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1570_no_yawn.jpg,no_yawn,0.0524
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1580_no_yawn.jpg,no_yawn,0.057
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1590_no_yawn.jpg,no_yawn,0.0399
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1600_no_yawn.jpg,no_yawn,0.0428
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1610_no_yawn.jpg,no_yawn,0.0378
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1620_no_yawn.jpg,no_yawn,0.0845
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1630_no_yawn.jpg,no_yawn,0.0791
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1640_no_yawn.jpg,no_yawn,0.0668
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1650_no_yawn.jpg,no_yawn,0.0644
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1660_no_yawn.jpg,no_yawn,0.0616
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1670_no_yawn.jpg,no_yawn,0.0572
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1680_no_yawn.jpg,no_yawn,0.0584
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1690_no_yawn.jpg,no_yawn,0.059
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1700_no_yawn.jpg,no_yawn,0.0504
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1710_no_yawn.jpg,no_yawn,0.0675
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1720_no_yawn.jpg,no_yawn,0.0726
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1730_no_yawn.jpg,no_yawn,0.061
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1740_no_yawn.jpg,no_yawn,0.076
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1750_no_yawn.jpg,no_yawn,0.0666
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1760_no_yawn.jpg,no_yawn,0.0822
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1770_no_yawn.jpg,no_yawn,0.0824
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1780_no_yawn.jpg,no_yawn,0.0872
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1790_no_yawn.jpg,no_yawn,0.0601
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1800_no_yawn.jpg,no_yawn,0.0454
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1810_no_yawn.jpg,no_yawn,0.0339
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1820_no_yawn.jpg,no_yawn,0.0313
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1830_no_yawn.jpg,no_yawn,0.0315
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1840_no_yawn.jpg,no_yawn,0.0414
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1850_no_yawn.jpg,no_yawn,0.0356
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1860_no_yawn.jpg,no_yawn,0.0437
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1870_no_yawn.jpg,no_yawn,0.0482
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1880_no_yawn.jpg,no_yawn,0.0402
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1890_no_yawn.jpg,no_yawn,0.0404
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1900_no_yawn.jpg,no_yawn,0.0369
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1910_no_yawn.jpg,no_yawn,0.0384
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1920_no_yawn.jpg,no_yawn,0.0498
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1930_no_yawn.jpg,no_yawn,0.0827
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1940_no_yawn.jpg,no_yawn,0.0968
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1950_no_yawn.jpg,no_yawn,0.0929
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1960_no_yawn.jpg,no_yawn,0.081
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1970_no_yawn.jpg,no_yawn,0.0742
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1980_no_yawn.jpg,no_yawn,0.075
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f1990_no_yawn.jpg,no_yawn,0.076
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2000_no_yawn.jpg,no_yawn,0.061
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2010_no_yawn.jpg,no_yawn,0.0576
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2020_no_yawn.jpg,no_yawn,0.0375
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2030_no_yawn.jpg,no_yawn,0.0783
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2040_no_yawn.jpg,no_yawn,0.0723
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2050_no_yawn.jpg,no_yawn,0.044
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2060_no_yawn.jpg,no_yawn,0.0402
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2070_no_yawn.jpg,no_yawn,0.0461
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2080_no_yawn.jpg,no_yawn,0.0507
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2090_no_yawn.jpg,no_yawn,0.046
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2100_no_yawn.jpg,no_yawn,0.0461
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2110_no_yawn.jpg,no_yawn,0.0429
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2120_no_yawn.jpg,no_yawn,0.043
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2130_no_yawn.jpg,no_yawn,0.0799
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2140_no_yawn.jpg,no_yawn,0.0679
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2150_no_yawn.jpg,no_yawn,0.049
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2160_no_yawn.jpg,no_yawn,0.0514
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2170_no_yawn.jpg,no_yawn,0.0748
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2180_no_yawn.jpg,no_yawn,0.0749
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2190_no_yawn.jpg,no_yawn,0.0597
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2200_no_yawn.jpg,no_yawn,0.0563
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2210_no_yawn.jpg,no_yawn,0.0564
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2220_no_yawn.jpg,no_yawn,0.0515
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2230_no_yawn.jpg,no_yawn,0.0536
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2240_no_yawn.jpg,no_yawn,0.051
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2250_no_yawn.jpg,no_yawn,0.0526
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2260_no_yawn.jpg,no_yawn,0.0598
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2270_no_yawn.jpg,no_yawn,0.0609
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2280_no_yawn.jpg,no_yawn,0.0648
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2290_no_yawn.jpg,no_yawn,0.062
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2300_no_yawn.jpg,no_yawn,0.0558
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2310_no_yawn.jpg,no_yawn,0.0715
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2320_no_yawn.jpg,no_yawn,0.0596
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2330_no_yawn.jpg,no_yawn,0.0501
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2340_no_yawn.jpg,no_yawn,0.0635
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2350_no_yawn.jpg,no_yawn,0.0387
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2360_no_yawn.jpg,no_yawn,0.0751
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2370_no_yawn.jpg,no_yawn,0.0788
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2380_no_yawn.jpg,no_yawn,0.0798
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2390_no_yawn.jpg,no_yawn,0.0589
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2400_no_yawn.jpg,no_yawn,0.0696
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2410_no_yawn.jpg,no_yawn,0.0628
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2420_no_yawn.jpg,no_yawn,0.0667
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2430_no_yawn.jpg,no_yawn,0.0625
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2440_no_yawn.jpg,no_yawn,0.073
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2450_no_yawn.jpg,no_yawn,0.0777
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2460_no_yawn.jpg,no_yawn,0.0719
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2470_no_yawn.jpg,no_yawn,0.0775
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2480_no_yawn.jpg,no_yawn,0.0809
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2490_no_yawn.jpg,no_yawn,0.0901
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2500_no_yawn.jpg,no_yawn,0.0758
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2510_no_yawn.jpg,no_yawn,0.0888
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2520_no_yawn.jpg,no_yawn,0.0838
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2530_no_yawn.jpg,no_yawn,0.0929
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2540_no_yawn.jpg,no_yawn,0.0832
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2550_no_yawn.jpg,no_yawn,0.0592
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2560_no_yawn.jpg,no_yawn,0.048
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2570_no_yawn.jpg,no_yawn,0.0628
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2580_no_yawn.jpg,no_yawn,0.07
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2590_no_yawn.jpg,no_yawn,0.0637
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2600_no_yawn.jpg,no_yawn,0.0768
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2610_no_yawn.jpg,no_yawn,0.0745
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2620_no_yawn.jpg,no_yawn,0.0487
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2630_no_yawn.jpg,no_yawn,0.0495
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2640_no_yawn.jpg,no_yawn,0.0376
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2650_no_yawn.jpg,no_yawn,0.0461
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2660_no_yawn.jpg,no_yawn,0.0408
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2670_no_yawn.jpg,no_yawn,0.0474
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2680_no_yawn.jpg,no_yawn,0.0443
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2690_no_yawn.jpg,no_yawn,0.0481
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2700_no_yawn.jpg,no_yawn,0.0427
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2710_no_yawn.jpg,no_yawn,0.0426
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2720_no_yawn.jpg,no_yawn,0.0362
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2730_no_yawn.jpg,no_yawn,0.0329
data/yawdd_frames/raw\no_yawn\1-FemaleNoGlasses.avi_f2740_no_yawn.jpg,no_yawn,0.0431
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f0_no_yawn.jpg,no_yawn,0.0346
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f10_no_yawn.jpg,no_yawn,0.0222
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f20_no_yawn.jpg,no_yawn,0.0234
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f30_no_yawn.jpg,no_yawn,0.0195
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f40_no_yawn.jpg,no_yawn,0.0178
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f50_no_yawn.jpg,no_yawn,0.016
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f60_no_yawn.jpg,no_yawn,0.0154
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f70_no_yawn.jpg,no_yawn,0.0145
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f80_no_yawn.jpg,no_yawn,0.0135
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f90_no_yawn.jpg,no_yawn,0.0182
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f100_no_yawn.jpg,no_yawn,0.0155
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f110_no_yawn.jpg,no_yawn,0.0172
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f120_no_yawn.jpg,no_yawn,0.0137
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f130_no_yawn.jpg,no_yawn,0.014
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f140_no_yawn.jpg,no_yawn,0.0275
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f150_no_yawn.jpg,no_yawn,0.0211
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f160_no_yawn.jpg,no_yawn,0.0179
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f170_no_yawn.jpg,no_yawn,0.0152
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f180_no_yawn.jpg,no_yawn,0.0169
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f190_no_yawn.jpg,no_yawn,0.0186
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f200_no_yawn.jpg,no_yawn,0.0121
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f210_no_yawn.jpg,no_yawn,0.0167
data/yawdd_frames/raw\no_yawn\10-MaleGlasses.avi_f220_no_yawn.jpg,no_yawn,0.0145
